command_invocation_id,dbt_command,dbt_vars,dbt_version,env_vars,full_refresh_flag,project_name,run_date,run_started_at,target_name,target_schema,target_threads
ca6cbd5f-6cac-e1b4-d650-eefd82759f3c,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-10,2026-06-10 02:15:00,prod,analytics,8
8cd44323-4f23-0cc8-c524-2d94c50c0d9f,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-10,2026-06-10 11:09:00,dev,dbt_dev,8
1bd33e3e-d670-0ce4-f1f9-23354a0e11ee,test,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-10,2026-06-10 14:06:00,dev,dbt_dev,8
d9d49ed0-93ca-38ca-f84b-cc92beb09f1c,test,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-10,2026-06-10 16:35:00,uat,dbt_uat,8
6013cd30-26a1-b8de-3e96-d9195cf733fb,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-11,2026-06-11 02:09:00,prod,analytics,8
07815986-694d-0b9e-0dd4-6e9690360a75,run,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-11,2026-06-11 11:27:00,uat,dbt_uat,8
12cf0f45-8b91-9eb4-c472-812d98e57813,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-11,2026-06-11 13:44:00,dev,dbt_dev,8
dcd41ea3-8bfb-56d5-09f1-7ec7ea64f0c7,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-11,2026-06-11 16:27:00,dev,dbt_dev,8
0688875c-d438-260a-a828-3f25742cd8b7,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-12,2026-06-12 02:13:00,prod,analytics,8
681185a2-5f4e-4d83-3d7b-b44991ad8398,run,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-12,2026-06-12 11:33:00,uat,dbt_uat,8
85dd6238-2268-3279-25d6-3a9829f261a7,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-12,2026-06-12 14:21:00,dev,dbt_dev,8
50588124-98a5-c791-d769-1894baacf041,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-13,2026-06-13 02:14:00,prod,analytics,8
3bc53234-7ff7-fc10-7d7f-00c72e38915c,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-14,2026-06-14 02:16:00,prod,analytics,8
32bbc8e5-be6c-adfd-9e48-9d48032a3db0,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-15,2026-06-15 02:10:00,prod,analytics,8
76d6afe7-50cf-8831-5da8-2355b229d8fb,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-15,2026-06-15 10:09:00,dev,dbt_dev,8
102b775f-eeca-6d41-695a-42f777d12f9d,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-15,2026-06-15 13:29:00,dev,dbt_dev,8
022e5182-587e-5fe0-fb3a-ff51931b6e9b,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-15,2026-06-15 15:57:00,dev,dbt_dev,8
3e05cc1f-8114-cf85-f61a-d1b308074974,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-16,2026-06-16 02:05:00,prod,analytics,8
5262f861-2808-39dd-644e-52a4f86ad2bc,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-16,2026-06-16 11:07:00,dev,dbt_dev,8
e716143e-a77a-c72a-b0d1-bd309fe9c27f,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-16,2026-06-16 12:10:00,dev,dbt_dev,8
15e30fcc-fda3-e8aa-59ad-de357aa52872,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-16,2026-06-16 16:04:00,dev,dbt_dev,8
167ff33e-194a-4c64-0ac1-4be5b4f299c6,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-17,2026-06-17 02:17:00,prod,analytics,8
0173cd58-c077-a738-0aca-14cc2f735c9e,run,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-17,2026-06-17 11:55:00,uat,dbt_uat,8
afc1cb74-70d6-6321-6b98-fd93845ef060,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-17,2026-06-17 12:15:00,dev,dbt_dev,8
38de4275-0552-c4d6-b526-758a783587ac,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-17,2026-06-17 17:16:00,dev,dbt_dev,8
f96c3fff-16a0-e049-8495-6ae4d68d36bc,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-18,2026-06-18 02:01:00,prod,analytics,8
8858f209-60fa-debc-89e1-f27763e712f3,build,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-18,2026-06-18 09:02:00,uat,dbt_uat,8
75337f3a-ccdb-90f5-7669-3a59f95d6a51,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-18,2026-06-18 13:59:00,dev,dbt_dev,8
0e673e21-45b8-a27b-442d-4e302816d58d,build,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-18,2026-06-18 17:15:00,uat,dbt_uat,8
36736e74-67e2-15a9-7187-c57baa935178,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-19,2026-06-19 02:00:00,prod,analytics,8
6406bb40-6c8f-d2f2-a927-8067f452df8b,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-19,2026-06-19 10:48:00,dev,dbt_dev,8
f546ae31-76f7-a660-1411-e3b030291094,run,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-19,2026-06-19 14:20:00,uat,dbt_uat,8
d3bce0c1-817d-0712-5de2-ad01ed15820a,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-20,2026-06-20 02:13:00,prod,analytics,8
c0b43aac-c837-36a6-39ae-f061d811fe46,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-21,2026-06-21 02:03:00,prod,analytics,8
8f0164d3-d054-cbfe-69a0-cbac00c0e930,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-22,2026-06-22 02:13:00,prod,analytics,8
404111a7-c628-cd13-93c8-71bb8017253c,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-22,2026-06-22 10:39:00,dev,dbt_dev,8
27c57bbf-8459-69a2-630d-7b91c61e2c1e,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-22,2026-06-22 12:40:00,dev,dbt_dev,8
1d214566-fcf5-82a6-f098-300c56c17e90,test,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-22,2026-06-22 17:53:00,uat,dbt_uat,8
f035c6eb-e9cc-7151-3310-cd79bc4b3c4c,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-23,2026-06-23 02:09:00,prod,analytics,8
a3297d4f-6cee-93ab-ef79-00eda6cd9899,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-23,2026-06-23 09:09:00,dev,dbt_dev,8
a310fc56-c792-28e1-decc-676154f17763,build,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-23,2026-06-23 14:30:00,uat,dbt_uat,8
14da7452-13ec-96c4-f3fd-e3cca307f3e1,test,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-23,2026-06-23 16:39:00,uat,dbt_uat,8
8655b668-291e-0f86-b5bc-afde9e793a58,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-24,2026-06-24 02:20:00,prod,analytics,8
b072adf8-1c2a-a0f4-5eb4-ec121d293083,build,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-24,2026-06-24 09:10:00,uat,dbt_uat,8
73a8ff8e-10dd-2960-a811-d8ed4b45c495,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-24,2026-06-24 13:49:00,dev,dbt_dev,8
90790383-aaab-ee1e-66d6-36d812d6d6e0,test,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-24,2026-06-24 15:29:00,dev,dbt_dev,8
dd5b396a-18e3-cef1-1a78-208036b4a551,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-25,2026-06-25 02:10:00,prod,analytics,8
b43a5a59-91d9-6976-1ca8-5e6160dcab00,build,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-25,2026-06-25 11:22:00,uat,dbt_uat,8
4ab4bc3e-ebf8-55b0-2016-806aca526b61,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-25,2026-06-25 12:51:00,dev,dbt_dev,8
a5833105-e0f3-58a0-8654-6b3a188ad02b,build,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-25,2026-06-25 16:33:00,uat,dbt_uat,8
5ffccfc5-8202-6689-f29a-c6d2ad1aab6f,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-26,2026-06-26 02:14:00,prod,analytics,8
be28665f-4a57-2210-c887-df739e96634e,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-26,2026-06-26 11:41:00,dev,dbt_dev,8
18d6328f-a306-e3ec-25be-c3b113e71f79,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-26,2026-06-26 13:16:00,dev,dbt_dev,8
96e53cc8-a8db-0a9b-21bb-284d1d96ee42,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-27,2026-06-27 02:10:00,prod,analytics,8
c5c9824b-1d8d-6a18-46bc-87c631ef3db5,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-28,2026-06-28 02:03:00,prod,analytics,8
dc78a5b8-62c3-bd1c-f2ac-41905e3595d5,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-29,2026-06-29 02:03:00,prod,analytics,8
f77a4cd2-a821-9e36-df18-fdfd2ca1f11c,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-29,2026-06-29 11:46:00,dev,dbt_dev,8
babb03ff-6832-a7b8-0caf-b3bc26b77e00,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-29,2026-06-29 14:08:00,dev,dbt_dev,8
ef85369b-d100-7c4f-9d45-25110c0e576a,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-29,2026-06-29 15:05:00,dev,dbt_dev,8
5083411d-dac9-e645-dc18-8ec37292baa9,build,{},1.8.7,"{""DBT_ENV"":""prod""}",FALSE,acme_warehouse,2026-06-30,2026-06-30 02:06:00,prod,analytics,8
8f9930aa-1925-cc99-96a1-58cb327a4459,run,{},1.8.7,"{""DBT_ENV"":""uat""}",FALSE,acme_warehouse,2026-06-30,2026-06-30 11:17:00,uat,dbt_uat,8
0ef2908b-1051-177d-8cd3-885aac55fc11,run,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-30,2026-06-30 14:08:00,dev,dbt_dev,8
ecc3e7b3-1291-c4f4-a49a-488231471c1d,build,{},1.8.7,"{""DBT_ENV"":""dev""}",FALSE,acme_warehouse,2026-06-30,2026-06-30 17:07:00,dev,dbt_dev,8
