job_id,creation_date,creation_time,start_time,end_time,duration_sec,cache_hit,creation_hour_24,total_slot_hr,DataSizeCategoryID,total_bytes_processed,total_bytes_billed,error_reason,error_location,error_message,user_email,statement_type,queryhash,region,bie_mode,label_app,label_project,bie_error_code,bie_error_reason,label_env,parent_job_id,label_model_name,label_resource_type,label_invocation_id,total_slot_ms,destination_table_id,query,is_dbt_job
acme-analytics-prod:EU.job_20260601020831_000011_cfe20b,2026-06-01,02:08:31,2026-06-01 02:08:31,2026-06-01 02:08:32,1,FALSE,2,00:00:13,3,363165641,363855872,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,b53f63a8dca4ef9c,eu,DISABLED,dbt,acme_warehouse,,,prod,,dim_campaign,model,043271c8-754f-6d7f-5e82-d15294574405,13065,dim_campaign,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.dim_campaign`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_products`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601020834_000012_0ed2f9,2026-06-01,02:08:34,2026-06-01 02:08:35,2026-06-01 02:08:35,1,FALSE,2,00:00:13,2,9794727,10485760,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,effe81528d838f1b,europe-west3,DISABLED,dbt,acme_warehouse,,,prod,,dim_date,model,043271c8-754f-6d7f-5e82-d15294574405,13350,dim_date,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.dim_date`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_spend`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601020836_000013_799736,2026-06-01,02:08:36,2026-06-01 02:08:36,2026-06-01 02:08:47,12,FALSE,2,00:04:02,4,35986892771,35639001088,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,SCRIPT,a3ca71a3ee329bd2,eu,DISABLED,dbt,acme_warehouse,,,prod,,fct_orders,model,043271c8-754f-6d7f-5e82-d15294574405,242340,fct_orders,"MERGE `acme-analytics-prod.analytics.fct_orders` AS target
USING (SELECT * FROM `acme-analytics-prod.analytics.stg_orders`, `acme-analytics-prod.analytics.stg_spend`, `acme-analytics-prod.analytics.stg_customers` WHERE _PARTITIONTIME >= @start) AS source
ON target.id = source.id
WHEN MATCHED THEN UPDATE SET ...",TRUE
acme-analytics-prod:EU.job_20260601020836_000014_88016c,2026-06-01,02:08:36,2026-06-01 02:08:36,2026-06-01 02:08:40,4,FALSE,2,00:00:19,4,30948727783,30949769216,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,694411c35320e833,eu,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601020836_000013_799736,fct_orders,model,043271c8-754f-6d7f-5e82-d15294574405,19936,fct_orders,,TRUE
acme-analytics-prod:EU.job_20260601020840_000015_0bfe39,2026-06-01,02:08:40,2026-06-01 02:08:41,2026-06-01 02:08:45,5,FALSE,2,00:01:21,4,4678296060,4678746112,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,MERGE,8c261117099639b2,eu,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601020836_000013_799736,fct_orders,model,043271c8-754f-6d7f-5e82-d15294574405,81873,fct_orders,,TRUE
acme-analytics-prod:EU.job_20260601020845_000016_d84470,2026-06-01,02:08:45,2026-06-01 02:08:46,2026-06-01 02:08:49,4,FALSE,2,00:00:43,1,0,10485760,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,DROP_TABLE,5824f4a9cf240a99,eu,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601020836_000013_799736,fct_orders,model,043271c8-754f-6d7f-5e82-d15294574405,43162,fct_orders,,TRUE
acme-analytics-prod:EU.job_20260601020843_000017_ebd94f,2026-06-01,02:08:43,2026-06-01 02:08:44,2026-06-01 02:08:45,2,FALSE,2,00:00:56,4,36479001160,36479959040,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,MERGE,4b4cb581005d03c1,europe-west3,DISABLED,dbt,acme_warehouse,,,prod,,fct_orders,model,043271c8-754f-6d7f-5e82-d15294574405,56230,fct_orders,"-- post-hook: repair_fct_orders_partitions
MERGE `acme-analytics-prod.analytics.fct_orders` ...",TRUE
acme-analytics-prod:EU.job_20260601020845_000018_763de8,2026-06-01,02:08:45,2026-06-01 02:08:45,2026-06-01 02:09:16,32,FALSE,2,00:08:07,4,130882348414,129585119232,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,SCRIPT,4af78606eb6ab063,eu,DISABLED,dbt,acme_warehouse,,,prod,,fct_sessions,model,043271c8-754f-6d7f-5e82-d15294574405,487971,fct_sessions,"MERGE `acme-analytics-prod.analytics.fct_sessions` AS target
USING (SELECT * FROM `acme-analytics-prod.analytics.stg_products`, `acme-analytics-prod.analytics.stg_sessions`, `acme-analytics-prod.analytics.stg_orders` WHERE _PARTITIONTIME >= @start) AS source
ON target.id = source.id
WHEN MATCHED THEN UPDATE SET ...",TRUE
acme-analytics-prod:EU.job_20260601020845_000019_3a9562,2026-06-01,02:08:45,2026-06-01 02:08:45,2026-06-01 02:08:57,13,FALSE,2,00:00:41,4,112558819636,112559390720,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,c110e91e84d8847f,eu,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601020845_000018_763de8,fct_sessions,model,043271c8-754f-6d7f-5e82-d15294574405,41787,fct_sessions,,TRUE
acme-analytics-prod:EU.job_20260601020857_000020_79d9b6,2026-06-01,02:08:57,2026-06-01 02:08:58,2026-06-01 02:09:06,8,FALSE,2,00:00:41,4,17014705293,17015242752,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,MERGE,32336f43e3bda46b,eu,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601020845_000018_763de8,fct_sessions,model,043271c8-754f-6d7f-5e82-d15294574405,41121,fct_sessions,,TRUE
acme-analytics-prod:EU.job_20260601020906_000021_853b12,2026-06-01,02:09:06,2026-06-01 02:09:07,2026-06-01 02:09:13,7,FALSE,2,00:02:15,1,0,10485760,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,DROP_TABLE,621286c0c83162cf,eu,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601020845_000018_763de8,fct_sessions,model,043271c8-754f-6d7f-5e82-d15294574405,135595,fct_sessions,,TRUE
acme-analytics-prod:EU.job_20260601020853_000022_b9a3bb,2026-06-01,02:08:53,2026-06-01 02:08:54,2026-06-01 02:09:22,29,FALSE,2,00:09:48,4,162998253229,162999042048,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,MERGE,512d69e1550a2b96,europe-west3,DISABLED,dbt,acme_warehouse,,,prod,,fct_sessions,model,043271c8-754f-6d7f-5e82-d15294574405,588358,fct_sessions,"-- post-hook: repair_fct_sessions_partitions
MERGE `acme-analytics-prod.analytics.fct_sessions` ...",TRUE
acme-analytics-prod:EU.job_20260601020851_000023_f7b7b9,2026-06-01,02:08:51,2026-06-01 02:08:52,2026-06-01 02:09:06,16,FALSE,2,00:01:57,4,52552399808,52552531968,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,DELETE,ce60b297769f4599,eu,DISABLED,dbt,acme_warehouse,,,prod,,fct_sessions,model,043271c8-754f-6d7f-5e82-d15294574405,117730,fct_sessions,"-- post-hook: purge_expired_sessions
MERGE `acme-analytics-prod.analytics.fct_sessions` ...",TRUE
acme-analytics-prod:EU.job_20260601020852_000024_de528e,2026-06-01,02:08:52,2026-06-01 02:08:53,2026-06-01 02:09:30,38,FALSE,2,00:15:52,4,255468120199,252924919808,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,SCRIPT,b8f026cba278c870,eu,DISABLED,dbt,acme_warehouse,,,prod,,fct_impressions,model,043271c8-754f-6d7f-5e82-d15294574405,952672,fct_impressions,"MERGE `acme-analytics-prod.analytics.fct_impressions` AS target
USING (SELECT * FROM `acme-analytics-prod.analytics.stg_impressions`, `acme-analytics-prod.analytics.stg_customers`, `acme-analytics-prod.analytics.stg_products` WHERE _PARTITIONTIME >= @start) AS source
ON target.id = source.id
WHEN MATCHED THEN UPDATE SET ...",TRUE
acme-analytics-prod:EU.job_20260601020852_000025_9b9bc6,2026-06-01,02:08:52,2026-06-01 02:08:53,2026-06-01 02:09:06,14,FALSE,2,00:01:47,4,219702583371,219702886400,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,920a8c20211ffeb7,eu,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601020852_000024_de528e,fct_impressions,model,043271c8-754f-6d7f-5e82-d15294574405,107139,fct_impressions,,TRUE
acme-analytics-prod:EU.job_20260601020906_000026_a018c6,2026-06-01,02:09:06,2026-06-01 02:09:07,2026-06-01 02:09:13,6,FALSE,2,00:00:15,4,33210855625,33211547648,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,MERGE,f0679cb9a9e89a24,eu,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601020852_000024_de528e,fct_impressions,model,043271c8-754f-6d7f-5e82-d15294574405,15404,fct_impressions,,TRUE
acme-analytics-prod:EU.job_20260601020913_000027_768219,2026-06-01,02:09:13,2026-06-01 02:09:13,2026-06-01 02:09:21,8,FALSE,2,00:01:15,1,0,10485760,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,DROP_TABLE,3c81fc68e49e53fc,eu,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601020852_000024_de528e,fct_impressions,model,043271c8-754f-6d7f-5e82-d15294574405,75544,fct_impressions,,TRUE
acme-analytics-prod:EU.job_20260601021039_000028_b31f53,2026-06-01,02:10:39,2026-06-01 02:10:39,2026-06-01 02:10:43,4,FALSE,2,00:00:10,4,19006650419,18828230656,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,SCRIPT,6bfed815357712b6,europe-west3,DISABLED,dbt,acme_warehouse,,,prod,,fct_spend,model,043271c8-754f-6d7f-5e82-d15294574405,10142,fct_spend,"MERGE `acme-analytics-prod.analytics.fct_spend` AS target
USING (SELECT * FROM `acme-analytics-prod.analytics.stg_sessions`, `acme-analytics-prod.analytics.stg_products`, `acme-analytics-prod.analytics.stg_spend` WHERE _PARTITIONTIME >= @start) AS source
ON target.id = source.id
WHEN MATCHED THEN UPDATE SET ...",TRUE
acme-analytics-prod:EU.job_20260601021039_000029_ceceff,2026-06-01,02:10:39,2026-06-01 02:10:40,2026-06-01 02:10:41,2,FALSE,2,00:00:13,4,16345719360,16346251264,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,89cb8fd3bf6d8c01,europe-west3,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601021039_000028_b31f53,fct_spend,model,043271c8-754f-6d7f-5e82-d15294574405,13745,fct_spend,,TRUE
acme-analytics-prod:EU.job_20260601021041_000030_dafb06,2026-06-01,02:10:41,2026-06-01 02:10:41,2026-06-01 02:10:41,1,FALSE,2,00:00:13,4,2470864554,2471493632,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,MERGE,1ea1f5550c827cba,europe-west3,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601021039_000028_b31f53,fct_spend,model,043271c8-754f-6d7f-5e82-d15294574405,13283,fct_spend,,TRUE
acme-analytics-prod:EU.job_20260601021041_000031_a4f722,2026-06-01,02:10:41,2026-06-01 02:10:42,2026-06-01 02:10:43,1,FALSE,2,00:00:04,1,0,10485760,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,DROP_TABLE,53b1486ee681197f,europe-west3,DISABLED,dbt,acme_warehouse,,,prod,acme-analytics-prod:EU.job_20260601021039_000028_b31f53,fct_spend,model,043271c8-754f-6d7f-5e82-d15294574405,4797,fct_spend,,TRUE
acme-analytics-prod:EU.job_20260601021044_000032_2af8bf,2026-06-01,02:10:44,2026-06-01 02:10:45,2026-06-01 02:11:06,22,FALSE,2,00:08:55,4,158720481387,158720851968,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,4ea414e24f6a5bbc,eu,DISABLED,dbt,acme_warehouse,,,prod,,fct_attribution,model,043271c8-754f-6d7f-5e82-d15294574405,535100,fct_attribution,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.fct_attribution`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_products`, `acme-analytics-prod.analytics.stg_sessions`, `acme-analytics-prod.analytics.stg_orders`, `acme-analytics-prod.analytics.stg_spend`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601021107_000033_d6f759,2026-06-01,02:11:07,2026-06-01 02:11:07,2026-06-01 02:11:10,3,FALSE,2,00:00:22,4,22513298290,22513975296,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,bd8d08c479d39097,europe-west3,DISABLED,dbt,acme_warehouse,,,prod,,mart_revenue_daily,model,043271c8-754f-6d7f-5e82-d15294574405,22487,mart_revenue_daily,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.mart_revenue_daily`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_products`, `acme-analytics-prod.analytics.stg_impressions`, `acme-analytics-prod.analytics.stg_customers`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601021111_000034_50d001,2026-06-01,02:11:11,2026-06-01 02:11:11,2026-06-01 02:11:16,5,FALSE,2,00:01:02,4,28476635547,28477227008,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,4f943cc31b45bb05,eu,DISABLED,dbt,acme_warehouse,,,prod,,mart_channel_perf,model,043271c8-754f-6d7f-5e82-d15294574405,62712,mart_channel_perf,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.mart_channel_perf`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_products`, `acme-analytics-prod.analytics.stg_spend`, `acme-analytics-prod.analytics.stg_customers`, `acme-analytics-prod.analytics.stg_impressions`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601021116_000035_893e18,2026-06-01,02:11:16,2026-06-01 02:11:17,2026-06-01 02:11:20,3,FALSE,2,00:00:38,4,52812770113,52813627392,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,e8386dacdffa63c5,eu,DISABLED,dbt,acme_warehouse,,,prod,,mart_customer_ltv,model,043271c8-754f-6d7f-5e82-d15294574405,38152,mart_customer_ltv,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.mart_customer_ltv`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_sessions`, `acme-analytics-prod.analytics.stg_products`, `acme-analytics-prod.analytics.stg_impressions`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601021121_000036_c1875f,2026-06-01,02:11:21,2026-06-01 02:11:22,2026-06-01 02:11:28,6,FALSE,2,00:02:07,4,27223468108,27224178688,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,66f39cf07063f8ed,europe-west3,DISABLED,dbt,acme_warehouse,,,prod,,mart_campaign_roi,model,043271c8-754f-6d7f-5e82-d15294574405,127875,mart_campaign_roi,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.mart_campaign_roi`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_orders`, `acme-analytics-prod.analytics.stg_customers`, `acme-analytics-prod.analytics.stg_sessions`, `acme-analytics-prod.analytics.stg_impressions`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601021129_000037_ab0562,2026-06-01,02:11:29,2026-06-01 02:11:30,2026-06-01 02:11:34,5,FALSE,2,00:00:19,4,16980180824,16980639744,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,dac7fbcfa598189b,eu,DISABLED,dbt,acme_warehouse,,,prod,,mart_funnel,model,043271c8-754f-6d7f-5e82-d15294574405,19427,mart_funnel,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.mart_funnel`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_spend`, `acme-analytics-prod.analytics.stg_sessions`, `acme-analytics-prod.analytics.stg_customers`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601021136_000038_0d7590,2026-06-01,02:11:36,2026-06-01 02:11:37,2026-06-01 02:11:49,13,FALSE,2,00:01:08,4,43614041476,43614470144,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,CREATE_TABLE_AS_SELECT,a6b4ee672ab3cb6a,eu,DISABLED,dbt,acme_warehouse,,,prod,,mart_cohorts,model,043271c8-754f-6d7f-5e82-d15294574405,68535,mart_cohorts,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.mart_cohorts`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_impressions`, `acme-analytics-prod.analytics.stg_customers`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601021152_000039_2a624e,2026-06-01,02:11:52,2026-06-01 02:11:52,2026-06-01 02:11:54,2,FALSE,2,00:00:41,4,2756880231,2757754880,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,MERGE,51aa36cbdbaac164,eu,DISABLED,dbt,acme_warehouse,,,prod,,snap_customer_tier,snapshot,043271c8-754f-6d7f-5e82-d15294574405,41227,snap_customer_tier,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.snap_customer_tier`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_impressions`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601021157_000040_b19845,2026-06-01,02:11:57,2026-06-01 02:11:58,2026-06-01 02:11:58,1,FALSE,2,00:00:15,4,1632962808,1633681408,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,MERGE,10decf53f6f54159,eu,DISABLED,dbt,acme_warehouse,,,prod,,snap_product_price,snapshot,043271c8-754f-6d7f-5e82-d15294574405,15500,snap_product_price,"CREATE OR REPLACE TABLE `acme-analytics-prod.analytics.snap_product_price`
PARTITION BY DATE(event_ts) AS
SELECT ... FROM `acme-analytics-prod.analytics.stg_products`
GROUP BY 1, 2, 3",TRUE
acme-analytics-prod:EU.job_20260601021159_000041_b29b5c,2026-06-01,02:11:59,2026-06-01 02:11:59,2026-06-01 02:11:59,1,FALSE,2,00:00:08,4,2428019734,2428502016,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,SELECT,28e6b68dc0368827,eu,DISABLED,dbt,acme_warehouse,,,prod,,not_null_fct_orders_order_id,test,043271c8-754f-6d7f-5e82-d15294574405,8637,(anonymous SELECT result),"-- test: not_null_fct_orders_order_id
SELECT count(*) FROM `acme-analytics-prod.analytics.fct_orders` WHERE ...",TRUE
acme-analytics-prod:EU.job_20260601021159_000042_a87a03,2026-06-01,02:11:59,2026-06-01 02:12:00,2026-06-01 02:12:00,1,FALSE,2,00:00:05,4,3445591361,3445620736,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,SELECT,0adeacc5a5ddf12a,eu,DISABLED,dbt,acme_warehouse,,,prod,,unique_fct_orders_order_id,test,043271c8-754f-6d7f-5e82-d15294574405,5259,(anonymous SELECT result),"-- test: unique_fct_orders_order_id
SELECT count(*) FROM `acme-analytics-prod.analytics.fct_orders` WHERE ...",TRUE
acme-analytics-prod:EU.job_20260601021200_000043_35c9dd,2026-06-01,02:12:00,2026-06-01 02:12:01,2026-06-01 02:12:01,1,FALSE,2,00:00:19,4,6701790906,6702497792,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,SELECT,60bed65bd61dd9cd,europe-west3,DISABLED,dbt,acme_warehouse,,,prod,,relationships_fct_orders_customer_id,test,043271c8-754f-6d7f-5e82-d15294574405,19904,(anonymous SELECT result),"-- test: relationships_fct_orders_customer_id
SELECT count(*) FROM `acme-analytics-prod.analytics.fct_orders` WHERE ...",TRUE
acme-analytics-prod:EU.job_20260601021202_000044_bd9706,2026-06-01,02:12:02,2026-06-01 02:12:03,2026-06-01 02:12:05,3,FALSE,2,00:00:12,4,8213364032,8213495808,,,,dbt-runner@acme-analytics-prod.iam.gserviceaccount.com,SELECT,e088a332eaac8965,eu,DISABLED,dbt,acme_warehouse,,,prod,,not_null_fct_sessions_session_id,test,043271c8-754f-6d7f-5e82-d15294574405,12252,(anonymous SELECT result),"-- test: not_null_fct_sessions_session_id
SELECT count(*) FROM `acme-analytics-prod.analytics.fct_sessions` WHERE ...",TRUE
